Transaction ID,Date - Time,Type,Cashier,Receipt Number,Gratuity,Subtotal,Discount,Tax,Total
428605425,2015-5-22 11:16:00,Walk In,Kim Burton,5727,2.736,15.2,2.4,1.08,34.7
428605426,2015-8-21 6:32:00,Walk In,Kim Burton,5729,2.784,13.92,2.4,0.968,31.22
428605427,2006-1-19 14:36:00,Walk In,Kim Burton,5731,0.936,8.488,1.6,0.584,18.68
428605428,2006-2-18 14:54:00,Walk In,Kim Burton,5733,2.088,19.016,4,1.264,40.7
428605429,2006-9-19 9:40:00,Walk In,Kim Burton,5735,1.696,12.112,11.2,0.08,2.48
428605430,2006-11-3 0:44:00,Walk In,Kim Burton,5737,3.6,18.008,5.6,1.048,33.64
428605431,2007-1-8 22:24:00,Walk In,Kim Burton,5739,1.488,9.904,8,0.16,5.16
428605432,2007-4-14 6:30:00,Walk In,Kim Burton,5741,0.208,1.504,0,0.128,4.08
428605433,2008-1-28 11:22:00,Walk In,Kim Burton,5743,4.224,26.4,11.2,1.28,41.2
428605434,2008-1-31 14:08:00,Walk In,Kim Burton,5745,6.904,36.32,10.4,2.184,70.26
428605435,2008-5-3 16:12:00,Walk In,Kim Burton,5747,0.36,2.976,0.8,0.184,5.9
428605436,2008-8-28 7:02:00,Walk In,Kim Burton,5749,0.392,3.296,0,0.28,8.94
428605437,2009-8-12 1:36:00,Walk In,Kim Burton,5751,3.88,19.4,0,1.632,52.58
428605438,2010-7-24 12:22:00,Walk In,Kim Burton,5753,5.432,31.96,0,2.696,86.64
428605439,2010-9-6 20:04:00,Walk In,Kim Burton,5755,6.776,33.896,0,2.856,91.88
428605440,2012-2-17 15:08:00,Walk In,Kim Burton,5757,0.576,3.4,0,0.288,9.22
428605441,2012-6-9 2:44:00,Walk In,Kim Burton,5759,0.608,4.04,0,0.344,10.96
428605442,2012-10-10 19:52:00,Walk In,Kim Burton,5761,3.6,29.992,0,2.528,81.3
428605443,2012-11-27 17:06:00,Walk In,Kim Burton,5763,3.816,20.08,0,1.696,54.44
428605444,2013-8-15 17:42:00,Walk In,Kim Burton,5765,5.848,30.792,0,2.592,83.46
428605445,2013-9-17 16:08:00,Walk In,Kim Burton,5767,6.16,34.224,0,2.888,92.78
428605446,2013-10-10 23:04:00,Walk In,Kim Burton,5769,0.6,3,0,0.256,8.14
428605447,2014-7-31 1:30:00,Walk In,Kim Burton,5771,5.712,35.688,0,3.008,96.74
428605448,2014-9-30 12:24:00,Walk In,Kim Burton,5773,5.584,34.92,0,2.944,94.66
428605449,2015-3-11 19:50:00,Walk In,Kim Burton,5775,4.24,30.312,0,2.552,82.16
428605450,2015-5-22 23:08:00,Walk In,Kim Burton,5777,0.296,1.728,0,0.144,4.68
428605451,2015-8-21 20:42:00,Walk In,Kim Burton,5779,6.304,31.52,0,2.656,85.44
428605452,2006-6-3 18:24:00,Walk In,Kim Burton,5781,4.928,28.968,0,2.44,78.52
428605453,2006-7-30 23:50:00,Walk In,Kim Burton,5783,2.288,17.592,0,1.48,47.68
428605454,2006-11-7 18:28:00,Walk In,Kim Burton,5785,3.4,28.336,0,2.392,76.82
428605455,2008-4-5 6:14:00,Walk In,Kim Burton,5787,2.848,17.8,0,1.504,48.26
428605456,2008-5-3 0:06:00,Walk In,Kim Burton,5789,3.52,25.12,0,2.12,68.1
428605457,2008-9-19 2:12:00,Walk In,Kim Burton,5791,4.552,25.272,0,2.128,68.5
428605458,2008-11-28 22:46:00,Walk In,Kim Burton,5793,3.544,29.528,0,2.488,80.04
428605459,2009-5-29 3:18:00,Walk In,Kim Burton,5795,2.128,12.528,0,1.056,33.96
428605460,2010-6-5 16:24:00,Walk In,Kim Burton,5797,4.056,31.2,0,2.632,84.58
428605461,2011-1-29 18:36:00,Walk In,Kim Burton,5799,1.464,9.76,0,0.824,26.46
428605462,2011-4-28 11:12:00,Walk In,Kim Burton,5801,4.584,35.28,0,2.976,95.64
428605463,2011-10-26 22:04:00,Walk In,Kim Burton,5803,2.072,18.864,0,1.592,51.14
428605464,2011-12-5 9:10:00,Walk In,Kim Burton,5805,1.408,10.048,0,0.848,27.24
428605465,2011-12-8 23:10:00,Walk In,Kim Burton,5807,1.912,11.248,0,0.952,30.5
428605466,2012-2-5 3:02:00,Walk In,Kim Burton,5809,2.184,13.664,0,1.152,37.04
428605467,2012-6-25 6:44:00,Walk In,Kim Burton,5811,2.2,14.68,0,1.24,39.8
428605468,2012-9-30 20:32:00,Walk In,Kim Burton,5813,0.84,4.4,0,0.368,11.92
428605469,2013-1-5 10:58:00,Walk In,Kim Burton,5815,4.712,23.544,0,1.984,63.82
428605470,2013-9-10 18:34:00,Walk In,Kim Burton,5817,2.304,20.936,0,1.768,56.76
428605471,2013-9-26 17:44:00,Walk In,Kim Burton,5819,1.672,8.376,0,0.704,22.7
428605472,2014-6-1 10:44:00,Walk In,Kim Burton,5821,1.752,9.752,0,0.824,26.44
428605473,2014-6-19 19:32:00,Walk In,Kim Burton,5823,0.952,7.304,0,0.616,19.8
428605474,2014-10-15 12:46:00,Walk In,Kim Burton,5825,1.056,9.568,0,0.808,25.94
428605475,2014-11-26 13:54:00,Walk In,Kim Burton,5827,5.632,33.128,0,2.792,89.8
428605476,2015-3-3 14:22:00,Walk In,Kim Burton,5829,2.264,22.6,0,1.904,61.26
428605477,2006-6-9 10:12:00,Walk In,Kim Burton,5831,1.664,8.32,0,0.704,22.56
428605478,2006-11-14 19:40:00,Walk In,Kim Burton,5833,2.368,12.472,0,1.048,33.8
428605479,2007-2-3 22:20:00,Walk In,Kim Burton,5835,5.4,35.984,0,3.032,97.54
428605480,2007-7-12 21:56:00,Walk In,Kim Burton,5837,1.688,16.888,0,1.424,45.78
428605481,2008-1-30 13:16:00,Walk In,Kim Burton,5839,0.784,3.912,0,0.328,10.6
428605482,2008-2-29 23:28:00,Walk In,Kim Burton,5841,0.536,3.56,0,0.304,9.66
428605483,2009-2-10 6:48:00,Walk In,Kim Burton,5843,1.232,9.48,0,0.8,25.7
428605484,2009-7-8 5:32:00,Walk In,Kim Burton,5845,1.344,8.392,0,0.704,22.74
428605485,2009-7-30 7:30:00,Walk In,Kim Burton,5847,4.992,35.68,0,3.008,96.72
428605486,2009-8-13 3:04:00,Walk In,Kim Burton,5849,5.44,33.976,0,2.864,92.1
428605487,2010-2-21 16:22:00,Walk In,Kim Burton,5851,2.416,17.232,0,1.456,46.72
428605488,2010-5-7 0:54:00,Walk In,Kim Burton,5853,5.264,27.72,0,2.336,75.14
428605489,2010-9-28 3:20:00,Walk In,Kim Burton,5855,3.784,25.248,0,2.128,68.44
428605490,2010-11-26 15:24:00,Walk In,Kim Burton,5857,5.152,30.296,0,2.552,82.12
428605491,2010-12-10 11:42:00,Walk In,Kim Burton,5859,0.784,6,0,0.504,16.26
428605492,2011-11-18 13:22:00,Walk In,Kim Burton,5861,3.736,28.736,0,2.424,77.9
428605493,2011-11-23 2:30:00,Walk In,Kim Burton,5863,4.44,27.76,0,2.336,75.24
428605494,2012-6-7 22:52:00,Walk In,Kim Burton,5865,6.616,34.832,12,1.928,61.9
428605495,2012-9-10 2:32:00,Walk In,Kim Burton,5867,1.24,7.304,2.4,0.416,13.3
428605496,2013-1-2 11:54:00,Walk In,Kim Burton,5869,2.528,16.848,10.4,0.544,17.48
428605497,2013-6-11 16:46:00,Walk In,Kim Burton,5871,1.824,10.752,4,0.568,18.3
428605498,2013-8-7 16:06:00,Walk In,Kim Burton,5873,6.096,33.864,9.6,2.048,65.78
428605499,2014-3-29 10:24:00,Walk In,Kim Burton,5875,2.336,23.336,12,0.952,30.72
428605500,2014-6-14 0:18:00,Walk In,Kim Burton,5877,0.824,6.344,1.6,0.4,12.86
428605501,2014-8-4 17:28:00,Walk In,Kim Burton,5879,5.056,31.624,8,1.992,64.04
428605502,2015-11-8 1:31:00,Walk In,Kim Burton,5881,0,11.2,5.6,0.472,15.18
428605503,2015-11-8 0:54:00,Walk In,Kim Burton,5883,0.936,5.2,0,0.44,16.44
428605504,2015-11-8 0:31:00,Walk In,Kim Burton,5885,0,4,0,0.336,10.84
428605505,2015-11-8 0:27:00,Walk In,Kim Burton,5887,1.008,5.6,0,0.472,17.7
428605506,2015-11-8 0:17:00,Walk In,Kim Burton,5889,3.52,17.6,0,1.488,56.52
428605507,2006-5-3 18:48:00,Walk In,Kim Burton,5891,3.072,27.904,11.2,1.408,45.28
428605508,2008-1-14 18:48:00,Walk In,Rachel Dicke,5893,0.688,4.32,1.6,0.232,7.38
428605509,2008-1-17 18:48:00,Walk In,Kim Burton,5895,1.656,15.08,0,1.272,40.88
428605510,2009-1-18 18:48:00,Walk In,Kim Burton,5897,3.368,16.84,0,1.416,45.64
428605511,2009-5-13 18:48:00,Walk In,Rachel Dicke,5899,4.248,23.584,0,1.984,63.92
428605512,2009-11-24 18:48:00,Walk In,Rachel Dicke,5901,1.456,10.4,0,0.88,28.2
428605513,2010-3-28 18:48:00,Walk In,Rachel Dicke,5903,0.768,4.032,0,0.336,10.92
428605514,2010-7-16 18:48:00,Walk In,Kim Burton,5905,1.104,9.232,0,0.776,25.02
428605515,2010-8-15 18:48:00,Walk In,Kim Burton,5907,1.264,8.44,0,0.712,22.88
428605516,2010-9-27 18:48:00,Walk In,Rachel Dicke,5909,0.912,6.512,0,0.552,17.66
428605517,2010-10-20 18:48:00,Walk In,Kim Burton,5911,0.552,4.584,0,0.384,12.42
428605518,2010-11-23 18:48:00,Walk In,Rachel Dicke,5913,3.992,28.496,0,2.4,77.24
428605519,2011-5-3 18:48:00,Walk In,Rachel Dicke,5915,3.992,20.992,0,1.768,56.9
428605520,2011-6-24 18:48:00,Walk In,Rachel Dicke,5917,0.672,4.504,0.8,0.312,10.04
428605521,2012-4-28 18:48:00,Walk In,Kim Burton,5919,5.928,32.92,5.6,2.304,74.06
428605522,2012-5-10 18:48:00,Walk In,Rachel Dicke,5921,2.512,16.736,2.4,1.208,38.86
428605523,2012-10-30 18:48:00,Walk In,Rachel Dicke,5923,6.616,36.744,8,2.424,77.92
428605524,2012-12-6 18:48:00,Walk In,Rachel Dicke,5925,4.888,25.72,6.4,1.632,52.38
428605525,2013-3-5 18:48:00,Walk In,Rachel Dicke,5927,4.48,34.456,9.6,2.096,67.38
428605526,2013-7-27 18:48:00,Walk In,Rachel Dicke,5929,4.488,26.384,9.6,1.416,45.5
428605527,2013-11-28 18:48:00,Walk In,Rachel Dicke,5931,0.296,1.72,0,0.144,4.66
428605528,2014-8-10 18:48:00,Walk In,Rachel Dicke,5933,3.136,31.336,4.8,2.24,71.94
428605529,2014-9-26 18:48:00,Walk In,Kim Burton,5935,2.44,24.376,11.2,1.112,35.72
428605530,2015-2-12 23:16:00,Walk In,Rachel Dicke,5937,1.496,13.584,4.8,0.744,23.82
428605531,2015-3-5 23:16:00,Walk In,Kim Burton,5939,7.312,36.544,7.2,2.472,79.54
428605532,2006-1-1 23:16:00,Walk In,Rachel Dicke,5941,2.896,20.712,3.2,1.48,47.48
428605533,2006-3-12 13:04:00,Walk In,Rachel Dicke,5943,0.096,0.84,0,0.072,2.28
428605534,2006-4-9 1:36:00,Walk In,Rachel Dicke,5945,0,6.072,0,0.512,16.46
428605535,2006-8-18 7:26:00,Walk In,Rachel Dicke,5947,3.408,28.368,0,2.392,76.9
428605536,2006-12-15 9:04:00,Walk In,Rachel Dicke,5949,1.432,11.96,0,1.008,32.42
428605537,2007-3-16 11:42:00,Walk In,Kim Burton,5951,1.856,18.536,0,1.56,50.24
428605538,2007-6-26 3:50:00,Walk In,Kim Burton,5953,1.848,10.248,0,0.864,27.78
428605539,2008-2-15 11:04:00,Walk In,Kim Burton,5955,4.56,28.512,0,2.4,77.28
428605540,2008-2-23 19:30:00,Walk In,Kim Burton,5957,4.592,32.8,0,2.768,88.92
428605541,2008-5-26 2:14:00,Walk In,Rachel Dicke,5959,2.656,26.528,0,2.232,71.9
428605542,2008-8-27 12:40:00,Walk In,Kim Burton,5961,2.04,10.752,0,0.904,29.14
428605543,2008-11-22 18:48:00,Walk In,Rachel Dicke,5963,1.384,12.6,0,1.064,34.16
428605544,2009-2-8 19:48:00,Walk In,Kim Burton,5965,6.632,34.896,0,2.944,94.6
428605545,2009-7-7 18:46:00,Walk In,Rachel Dicke,5967,6.048,31.824,0,2.68,86.26
428605546,2011-12-19 18:06:00,Walk In,Kim Burton,5969,5.728,30.136,0,2.544,81.7
428605547,2011-12-20 17:36:00,Walk In,Rachel Dicke,5971,3.064,30.632,0,2.584,83.04
428605548,2012-3-4 2:56:00,Walk In,Rachel Dicke,5973,3.2,32,0,2.696,86.74
428605549,2012-5-20 5:32:00,Walk In,Rachel Dicke,5975,6.656,33.288,0,2.808,90.24
428605550,2012-11-19 9:20:00,Walk In,Rachel Dicke,5977,2.032,14.496,0,1.224,39.3
428605551,2013-5-22 20:30:00,Walk In,Rachel Dicke,5979,2.96,22.784,2.4,1.72,55.26
428605552,2013-11-10 13:18:00,Walk In,Kim Burton,5981,1.72,9.032,2.4,0.56,17.98
428605553,2014-5-5 19:04:00,Walk In,Kim Burton,5983,3.296,21.968,15.2,0.568,18.34
428605554,2014-6-11 4:32:00,Walk In,Rachel Dicke,5985,0.432,4.304,1.6,0.224,7.32
428605555,2014-7-14 8:26:00,Walk In,Kim Burton,5987,1.016,7.264,3.2,0.344,11.02
428605556,2014-8-12 14:46:00,Walk In,Rachel Dicke,5989,3.296,27.456,5.6,1.84,59.24
428605557,2007-4-20 19:42:00,Walk In,Rachel Dicke,5991,0.216,1.064,0,0.088,2.88
428605558,2009-3-4 11:38:00,Walk In,Kim Burton,5993,5.664,31.488,10.4,1.776,57.16
428605559,2009-7-31 1:16:00,Walk In,Rachel Dicke,5995,2.736,16.104,11.2,0.416,13.3
428605560,2009-11-4 7:54:00,Walk In,Kim Burton,5997,3.776,23.624,8.8,1.248,40.18
428605561,2009-12-17 15:28:00,Walk In,Kim Burton,5999,2.6,14.448,0,1.216,39.16
428605562,2010-6-7 22:38:00,Walk In,Kim Burton,6001,5.072,29.848,0,2.512,80.9
428605563,2010-10-10 8:42:00,Walk In,Rachel Dicke,6003,2.04,20.384,0,1.72,55.26
428605564,2011-5-9 7:36:00,Walk In,Kim Burton,6005,4.016,25.104,0,2.112,68.04
428605565,2011-10-27 11:10:00,Walk In,Kim Burton,6007,1.848,15.416,0,1.296,41.78
428605566,2011-11-12 7:46:00,Walk In,Rachel Dicke,6009,3.52,20.688,0,1.744,56.08
428605567,2011-11-14 3:32:00,Walk In,Kim Burton,6011,4.296,22.624,0,1.904,61.32
428605568,2012-7-2 14:48:00,Walk In,Rachel Dicke,6013,3.92,27.992,12.8,1.28,41.18
428605569,2012-9-25 4:00:00,Walk In,Rachel Dicke,6015,4.048,31.168,5.6,2.152,69.3
428605570,2012-10-31 20:22:00,Walk In,Rachel Dicke,6017,0.704,3.896,1.6,0.192,6.22
428605571,2013-7-14 19:48:00,Walk In,Kim Burton,6019,4.728,27.808,12,1.336,42.86
428605572,2014-2-26 10:52:00,Walk In,Kim Burton,6021,0.912,7.576,3.2,0.368,11.86
428605573,2014-6-11 17:32:00,Walk In,Kim Burton,6023,4.728,31.504,10.4,1.776,57.2
428605574,2014-6-18 6:56:00,Walk In,Kim Burton,6025,5.44,30.208,3.2,2.28,73.22
428605575,2014-8-8 20:38:00,Walk In,Kim Burton,6027,5.672,35.448,14.4,1.776,57.06
428605576,2014-8-9 8:38:00,Walk In,Kim Burton,6029,4.152,31.928,3.2,2.424,77.88
428605577,2014-9-9 9:28:00,Walk In,Kim Burton,6031,1.712,9.496,4,0.464,14.9
428605578,2014-11-22 21:20:00,Walk In,Kim Burton,6033,1.2,10.896,0.8,0.848,27.36
428605579,2015-2-14 15:24:00,Walk In,Rachel Dicke,6035,0.456,2.512,0,0.208,6.8
428605580,2015-11-2 16:08:00,Walk In,Rachel Dicke,6037,0.32,2.288,0.8,0.128,4.04
428605581,2015-12-2 7:56:00,Walk In,Rachel Dicke,6039,0.28,2.144,0.8,0.112,3.64
428605582,2006-3-23 1:02:00,Walk In,Kim Burton,6041,0.192,0.944,0,0.08,2.56
428605583,2007-6-4 22:44:00,Walk In,Kim Burton,6043,0.368,3.672,0.8,0.24,7.78
428605584,2007-7-8 11:58:00,Walk In,Rachel Dicke,6045,3.392,30.832,5.6,2.128,68.4
428605585,2007-7-18 4:24:00,Walk In,Rachel Dicke,6047,3.096,25.776,0,2.176,69.88
428605586,2007-12-20 14:18:00,Walk In,Kim Burton,6049,2.072,14.8,0,1.248,40.12
428605587,2008-6-3 22:26:00,Walk In,Rachel Dicke,6051,0.888,6.32,0,0.536,17.14
428605588,2009-7-3 12:48:00,Walk In,Kim Burton,6053,1.12,5.592,0,0.472,15.16
428605589,2010-4-2 14:14:00,Walk In,Rachel Dicke,6055,0.792,7.224,0,0.608,19.58
428605590,2010-10-4 2:38:00,Walk In,Rachel Dicke,6057,1.856,18.584,0,1.568,50.38
428605591,2010-12-12 18:26:00,Walk In,Rachel Dicke,6059,3.776,23.6,0,1.992,63.98
428605592,2010-12-15 17:26:00,Walk In,Rachel Dicke,6061,5.168,28.704,0,2.416,77.8
428605593,2011-3-1 5:14:00,Walk In,Kim Burton,6063,4.968,31.056,0,2.616,84.18
428605594,2011-5-6 4:46:00,Walk In,Kim Burton,6065,3.792,22.312,0,1.88,60.48
428605595,2012-1-30 6:34:00,Walk In,Rachel Dicke,6067,3.512,27.04,0,2.28,73.3
428605596,2012-5-14 18:02:00,Walk In,Rachel Dicke,6069,2.352,21.392,0,1.8,57.98
428605597,2012-10-15 5:16:00,Walk In,Kim Burton,6071,5.752,33.856,0,2.856,91.78
428605598,2013-9-27 19:40:00,Walk In,Rachel Dicke,6073,0.168,1.696,0,0.144,4.6
428605599,2013-12-22 20:08:00,Walk In,Rachel Dicke,6075,4.752,36.544,0,3.08,99.06
428605600,2014-6-28 13:40:00,Walk In,Kim Burton,6077,0.648,5.872,0.8,0.424,13.74
428605601,2014-7-3 18:20:00,Walk In,Rachel Dicke,6079,1.528,11.784,1.6,0.856,27.6
428605602,2014-8-21 16:48:00,Walk In,Rachel Dicke,6081,1.624,10.808,4.8,0.504,16.28
428605603,2014-12-12 8:18:00,Walk In,Rachel Dicke,6083,3.208,26.76,12,1.248,40.02
428605604,2014-12-13 0:58:00,Walk In,Rachel Dicke,6085,0.84,5.6,0.8,0.408,13.02
428605605,2015-8-1 18:44:00,Walk In,Kim Burton,6087,2.216,14.792,5.6,0.776,24.92
428605606,2015-10-7 2:02:00,Walk In,Rachel Dicke,6089,1.16,10.536,3.2,0.616,19.88
428605607,2006-1-19 16:32:00,Walk In,Rachel Dicke,6091,4.64,30.912,12.8,1.528,49.1
428605608,2006-2-18 15:56:00,Walk In,Rachel Dicke,6093,5.16,28.664,8,1.744,56.02
428605609,2006-9-19 9:30:00,Walk In,Kim Burton,6095,6.416,32.072,8,2.032,65.26
428605610,2006-11-3 16:16:00,Walk In,Rachel Dicke,6097,1.52,12.648,1.6,0.928,29.94
428605611,2007-1-8 0:04:00,Walk In,Kim Burton,6099,2.864,28.632,8,1.736,55.92
428605612,2007-4-14 17:10:00,Walk In,Kim Burton,6101,3.376,18.744,4.8,1.176,37.8
428605613,2008-1-28 14:26:00,Walk In,Rachel Dicke,6103,1.104,11,5.6,0.456,14.64
428605614,2008-1-31 12:54:00,Walk In,Rachel Dicke,6105,4.816,30.12,27.2,0.248,7.92
428605615,2008-5-3 11:00:00,Walk In,Rachel Dicke,6107,3.832,25.544,11.2,1.208,38.88
428605616,2008-8-28 20:08:00,Walk In,Rachel Dicke,6109,0.92,7.104,1.6,0.464,14.92
428605617,2009-8-12 19:04:00,Walk In,Rachel Dicke,6111,3.624,24.152,4.8,1.632,52.46
428605618,2010-7-24 6:40:00,Walk In,Rachel Dicke,6113,0.488,4.408,2.4,0.168,5.44
428605619,2010-9-6 23:20:00,Walk In,Kim Burton,6115,4.656,33.24,3.2,2.528,81.42
428605620,2012-2-17 7:48:00,Walk In,Rachel Dicke,6117,4.088,25.528,8.8,1.408,45.34
428605621,2012-6-9 12:00:00,Walk In,Rachel Dicke,6119,2.112,16.264,7.2,0.76,24.56
428605622,2012-10-10 7:20:00,Walk In,Rachel Dicke,6121,4.904,25.824,8.8,1.432,46.14
428605623,2012-11-27 14:52:00,Walk In,Rachel Dicke,6123,2.464,24.616,8.8,1.336,42.88
428605624,2013-8-15 18:20:00,Walk In,Rachel Dicke,6125,2.248,20.424,6.4,1.184,38.02
428605625,2013-9-17 11:40:00,Walk In,Kim Burton,6127,1.352,13.48,1.6,1,32.2
428605626,2013-10-10 13:48:00,Walk In,Rachel Dicke,6129,3.544,29.528,26.4,0.264,8.48
428605627,2014-7-31 22:34:00,Walk In,Rachel Dicke,6131,1.464,7.336,2.4,0.416,13.38
428605628,2014-9-30 12:34:00,Walk In,Rachel Dicke,6133,3.352,17.632,3.2,1.216,39.12
428605629,2015-3-11 17:16:00,Walk In,Kim Burton,6135,0.336,2.784,0.8,0.168,5.38
428605630,2015-5-22 11:16:00,Walk In,Rachel Dicke,6137,2.736,15.2,2.4,1.08,34.7
428605631,2015-8-21 6:32:00,Walk In,Rachel Dicke,6139,2.784,13.92,2.4,0.968,31.22
428605632,2006-1-19 14:36:00,Walk In,Rachel Dicke,6141,0.936,8.488,1.6,0.584,18.68
428605633,2006-2-18 14:54:00,Walk In,Kim Burton,6143,2.088,19.016,4,1.264,40.7
428605634,2006-9-19 9:40:00,Walk In,Rachel Dicke,6145,1.696,12.112,11.2,0.08,2.48
428605635,2006-11-3 0:44:00,Walk In,Rachel Dicke,6147,3.6,18.008,5.6,1.048,33.64
428605636,2007-1-8 22:24:00,Walk In,Rachel Dicke,6149,1.488,9.904,8,0.16,5.16
428605637,2007-4-14 6:30:00,Walk In,Rachel Dicke,6151,0.208,1.504,0,0.128,4.08
428605638,2008-1-28 11:22:00,Walk In,Rachel Dicke,6153,4.224,26.4,11.2,1.28,41.2
428605639,2008-1-31 14:08:00,Walk In,Rachel Dicke,6155,6.904,36.32,10.4,2.184,70.26
428605640,2008-5-3 16:12:00,Walk In,Rachel Dicke,6157,0.36,2.976,0.8,0.184,5.9
428605641,2008-8-28 7:02:00,Walk In,Rachel Dicke,6159,0.392,3.296,0,0.28,8.94
428605642,2009-8-12 1:36:00,Walk In,Kim Burton,6161,3.88,19.4,0,1.632,52.58
428605643,2010-7-24 12:22:00,Walk In,Kim Burton,6163,5.432,31.96,0,2.696,86.64
428605644,2010-9-6 20:04:00,Walk In,Rachel Dicke,6165,6.776,33.896,0,2.856,91.88
428605645,2012-2-17 15:08:00,Walk In,Kim Burton,6167,0.576,3.4,0,0.288,9.22
428605646,2012-6-9 2:44:00,Walk In,Kim Burton,6169,0.608,4.04,0,0.344,10.96
428605647,2012-10-10 19:52:00,Walk In,Rachel Dicke,6171,3.6,29.992,0,2.528,81.3
428605648,2012-11-27 17:06:00,Walk In,Kim Burton,6173,3.816,20.08,0,1.696,54.44
428605649,2013-8-15 17:42:00,Walk In,Kim Burton,6175,5.848,30.792,0,2.592,83.46
428605650,2013-9-17 16:08:00,Walk In,Kim Burton,6177,6.16,34.224,0,2.888,92.78
428605651,2013-10-10 23:04:00,Walk In,Rachel Dicke,6179,0.6,3,0,0.256,8.14
428605652,2014-7-31 1:30:00,Walk In,Rachel Dicke,6181,5.712,35.688,0,3.008,96.74
428605653,2014-9-30 12:24:00,Walk In,Rachel Dicke,6183,5.584,34.92,0,2.944,94.66
428605654,2015-3-11 19:50:00,Walk In,Rachel Dicke,6185,4.24,30.312,0,2.552,82.16
428605655,2015-5-22 23:08:00,Walk In,Rachel Dicke,6187,0.296,1.728,0,0.144,4.68
428605656,2015-8-21 20:42:00,Walk In,Kim Burton,6189,6.304,31.52,0,2.656,85.44
428605657,2006-6-3 18:24:00,Walk In,Rachel Dicke,6191,4.928,28.968,0,2.44,78.52
428605658,2006-7-30 23:50:00,Walk In,Kim Burton,6193,2.288,17.592,0,1.48,47.68
428605659,2006-11-7 18:28:00,Walk In,Rachel Dicke,6195,12.75,106.26,0,8.97,76.82
428605660,2008-4-5 6:14:00,Walk In,Rachel Dicke,6197,10.68,66.75,0,5.64,48.26
428605661,2008-5-3 0:06:00,Walk In,Kim Burton,6199,13.2,94.2,0,7.95,68.1
428605662,2008-9-19 2:12:00,Walk In,Rachel Dicke,6201,17.07,94.77,0,7.98,68.5
428605663,2008-11-28 22:46:00,Walk In,Rachel Dicke,6203,13.29,110.73,0,9.33,80.04
428605664,2009-5-29 3:18:00,Walk In,Rachel Dicke,6205,7.98,46.98,0,3.96,33.96
428605665,2010-6-5 16:24:00,Walk In,Rachel Dicke,6207,15.21,117,0,9.87,84.58
428605666,2011-1-29 18:36:00,Walk In,Kim Burton,6209,5.49,36.6,0,3.09,26.46
428605667,2011-4-28 11:12:00,Walk In,Rachel Dicke,6211,17.19,132.3,0,11.16,95.64
428605668,2011-10-26 22:04:00,Walk In,Kim Burton,6213,7.77,70.74,0,5.97,51.14
428605669,2011-12-5 9:10:00,Walk In,Rachel Dicke,6215,5.28,37.68,0,3.18,27.24
428605670,2011-12-8 23:10:00,Walk In,Rachel Dicke,6217,7.17,42.18,0,3.57,30.5
428605671,2012-2-5 3:02:00,Walk In,Rachel Dicke,6219,8.19,51.24,0,4.32,37.04
428605672,2012-6-25 6:44:00,Walk In,Kim Burton,6221,8.25,55.05,0,4.65,39.8
428605673,2012-9-30 20:32:00,Walk In,Kim Burton,6223,3.15,16.5,0,1.38,11.92
428605674,2013-1-5 10:58:00,Walk In,Kim Burton,6225,17.67,88.29,0,7.44,63.82
428605675,2013-9-10 18:34:00,Walk In,Kim Burton,6227,8.64,78.51,0,6.63,56.76
428605676,2013-9-26 17:44:00,Walk In,Kim Burton,6229,6.27,31.41,0,2.64,22.7
428605677,2014-6-1 10:44:00,Walk In,Kim Burton,6231,6.57,36.57,0,3.09,26.44
428605678,2014-6-19 19:32:00,Walk In,Kim Burton,6233,3.57,27.39,0,2.31,19.8
428605679,2014-10-15 12:46:00,Walk In,Rachel Dicke,6235,3.96,35.88,0,3.03,25.94
428605680,2014-11-26 13:54:00,Walk In,Rachel Dicke,6237,21.12,124.23,0,10.47,89.8
428605681,2015-3-3 14:22:00,Walk In,Rachel Dicke,6239,8.49,84.75,0,7.14,61.26
428605682,2006-6-9 10:12:00,Walk In,Rachel Dicke,6241,6.24,31.2,0,2.64,22.56
428605683,2006-11-14 19:40:00,Walk In,Rachel Dicke,6243,8.88,46.77,0,3.93,33.8
428605684,2007-2-3 22:20:00,Walk In,Kim Burton,6245,20.25,134.94,0,11.37,97.54
428605685,2007-7-12 21:56:00,Walk In,Kim Burton,6247,6.33,63.33,0,5.34,45.78
428605686,2008-1-30 13:16:00,Walk In,Rachel Dicke,6249,2.94,14.67,0,1.23,10.6
428605687,2008-2-29 23:28:00,Walk In,Kim Burton,6251,2.01,13.35,0,1.14,9.66
428605688,2009-2-10 6:48:00,Walk In,Kim Burton,6253,4.62,35.55,0,3,25.7
428605689,2009-7-8 5:32:00,Walk In,Kim Burton,6255,5.04,31.47,0,2.64,22.74
428605690,2009-7-30 7:30:00,Walk In,Rachel Dicke,6257,18.72,133.8,0,11.28,96.72
428605691,2009-8-13 3:04:00,Walk In,Rachel Dicke,6259,20.4,127.41,0,10.74,92.1
428605692,2010-2-21 16:22:00,Walk In,Rachel Dicke,6261,9.06,64.62,0,5.46,46.72
428605693,2010-5-7 0:54:00,Walk In,Kim Burton,6263,19.74,103.95,0,8.76,75.14
428605694,2010-9-28 3:20:00,Walk In,Kim Burton,6265,14.19,94.68,0,7.98,68.44
428605695,2010-11-26 15:24:00,Walk In,Rachel Dicke,6267,19.32,113.61,0,9.57,82.12
